id_article,id_obs,treat_id,exp_id,response_variable,sub_response_variable,location,sub_region,final_lat,final_lon,exp_site_loc,experiment_year,tree_type,crop_type,age_system,tree_age,season,soil_texture,no_tree_per_m,tree_height,alley_width,silvo_mean,silvo_sd,silvo_n,control_mean,control_sd,control_n,lat,lon,experimental_design,comparator,year_est_exp,age_system_yrs,measured_metrics,measured_unit,distance_tree_m,study_year_start,study_year_end,comments,site_x,climate_zone,silvo_se,control_se
11,411,44,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other","Tuber,root and other",Mature,18,Summer,Sand,NA,Tall,Narrow,10.31,1.2303657992645924,18,8.55,2.466576574931336,10,1.299444,NA,NA,Monoculture,NA,18,SOC concentration (sequestration),mg C g-1,9,2014-01-01,2014-01-01,Measurement taken for inter row (9 m) at 30-40 cm depth soil.,Vézénobres,8,0.29,0.78
11,412,44,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other","Tuber,root and other",Mature,18,Summer,Sand,NA,Tall,Narrow,10.52,1.143153532995459,12,5.79,2.1819715855161816,10,1.299444,NA,NA,Monoculture,NA,18,SOC concentration (sequestration),mg C g-1,10,2014-01-01,2014-01-01,Measurement taken for tree row (10 m) at 40-50cm depth,Vézénobres,8,0.33,0.69
11,413,44,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other","Tuber,root and other",Mature,18,Summer,Sand,NA,Tall,Narrow,8.25,1.4849242404917495,18,5.79,2.1819715855161816,10,1.299444,NA,NA,Monoculture,NA,18,SOC concentration (sequestration),mg C g-1,9,2014-01-01,2014-01-01,Measurement taken for inter row (9 m) at 40-50 cm depth soil.,Vézénobres,8,0.35,0.69
11,414,44,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other","Tuber,root and other",Mature,18,Summer,Sand,NA,Tall,Narrow,9.74,1.212435565298214,12,5.28,2.7195587877448064,10,1.299444,NA,NA,Monoculture,NA,18,SOC concentration (sequestration),mg C g-1,10,2014-01-01,2014-01-01,Measurement taken for tree row (10 m) at 50-60cm depth,Vézénobres,8,0.35,0.86
11,415,44,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other","Tuber,root and other",Mature,18,Summer,Sand,NA,Tall,Narrow,7.16,2.6304372260139566,18,5.28,2.7195587877448064,10,1.299444,NA,NA,Monoculture,NA,18,SOC concentration (sequestration),mg C g-1,9,2014-01-01,2014-01-01,Measurement taken for inter row (9 m) at 50-60 cm depth soil.,Vézénobres,8,0.62,0.86
11,416,40,37,Greenhouse gas emission,SOC,Restinclières,Mediterranean Europe,43.7238,4.03747,"43.7238, 4.03747",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,21.59,4.806662043455937,40,9.33,0.5786190456595772,93,1.299444,NA,NA,Monoculture,NA,18,SOC concentration (sequestration),mg C g-1,12,2014-01-01,2014-01-01,Measurement taken for tree row (12 m) at 0-10cm depth,Restinclières,8,0.76,0.06
11,417,40,37,Greenhouse gas emission,SOC,Restinclières,Mediterranean Europe,43.7238,4.03747,"43.7238, 4.03747",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,9.78,1.0069756700139285,60,9.33,0.5786190456595772,93,1.299444,NA,NA,Monoculture,NA,19,SOC concentration (sequestration),mg C g-1,11,2014-01-01,2014-01-01,Measrement taken for inter row (11 m) at 0-10cm depth soil.,Restinclières,8,0.13,0.06
11,418,40,37,Greenhouse gas emission,SOC,Restinclières,Mediterranean Europe,43.7238,4.03747,"43.7238, 4.03747",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,10.16,1.0119288512538815,40,8.94,0.4821825380496478,93,1.299444,NA,NA,Monoculture,NA,20,SOC concentration (sequestration),mg C g-1,12,2014-01-01,2014-01-01,Measurement taken for tree row (12 m) at 10-30cm depth,Restinclières,8,0.16,0.05
11,419,40,37,Greenhouse gas emission,SOC,Restinclières,Mediterranean Europe,43.7238,4.03747,"43.7238, 4.03747",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,9.57,0.92951600308978,60,8.94,0.4821825380496478,93,1.299444,NA,NA,Monoculture,NA,21,SOC concentration (sequestration),mg C g-1,11,2014-01-01,2014-01-01,Measrement taken for inter row (11 m) at 10-30 cm depth soil.,Restinclières,8,0.12,0.05
11,420,40,37,Greenhouse gas emission,SOC,Restinclières,Mediterranean Europe,43.7238,4.03747,"43.7238, 4.03747",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,7.29,0.9486832980505138,40,6.82,0.9643650760992956,93,1.299444,NA,NA,Monoculture,NA,22,SOC concentration (sequestration),mg C g-1,12,2014-01-01,2014-01-01,Measurement taken for tree row (12 m) at 30-50cm depth,Restinclières,8,0.15,0.1
11,421,40,37,Greenhouse gas emission,SOC,Restinclières,Mediterranean Europe,43.7238,4.03747,"43.7238, 4.03747",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,6.95,0.8520563361656317,60,6.82,0.9643650760992956,93,1.299444,NA,NA,Monoculture,NA,23,SOC concentration (sequestration),mg C g-1,11,2014-01-01,2014-01-01,Measrement taken for inter row (11 m) at 30-50 cm depth soil.,Restinclières,8,0.11,0.1
11,422,40,37,Greenhouse gas emission,SOC,Restinclières,Mediterranean Europe,43.7238,4.03747,"43.7238, 4.03747",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,6.07,0.6957010852370435,40,5.77,0.5786190456595772,93,1.299444,NA,NA,Monoculture,NA,24,SOC concentration (sequestration),mg C g-1,12,2014-01-01,2014-01-01,Measurement taken for tree row (12 m) at 50-70cm depth,Restinclières,8,0.11,0.06
11,423,40,37,Greenhouse gas emission,SOC,Restinclières,Mediterranean Europe,43.7238,4.03747,"43.7238, 4.03747",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,5.89,0.5422176684690384,60,5.77,0.5786190456595772,93,1.299444,NA,NA,Monoculture,NA,25,SOC concentration (sequestration),mg C g-1,11,2014-01-01,2014-01-01,Measurement taken for inter row (11 m) at 50-70 cm depth soil.,Restinclières,8,0.07,0.06
11,424,40,37,Greenhouse gas emission,SOC,Restinclières,Mediterranean Europe,43.7238,4.03747,"43.7238, 4.03747",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,6.49,1.0119288512538815,40,6.09,0.5786190456595772,93,1.299444,NA,NA,Monoculture,NA,26,SOC concentration (sequestration),mg C g-1,12,2014-01-01,2014-01-01,Measurement taken for tree row (12 m) at 70-100cm depth,Restinclières,8,0.16,0.06
11,425,40,37,Greenhouse gas emission,SOC,Restinclières,Mediterranean Europe,43.7238,4.03747,"43.7238, 4.03747",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,6.29,0.46475800154489,60,6.09,0.5786190456595772,93,1.299444,NA,NA,Monoculture,NA,27,SOC concentration (sequestration),mg C g-1,11,2014-01-01,2014-01-01,Measurement taken for inter row (11 m) at 70-100 cm depth soil.,Restinclières,8,0.06,0.06
11,426,38,35,Greenhouse gas emission,SOC,Châteaudun,Continental Europe,48.0702298,1.3284948,"48.0702298, 1.3284948",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,19.4,3.4641016151377544,12,14.9,1.3856406460551018,12,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for tree row (10 m) at 0-10cm depth,Châteaudun,15,1,0.4
11,427,38,35,Greenhouse gas emission,SOC,Châteaudun,Continental Europe,48.0702298,1.3284948,"48.0702298, 1.3284948",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,16.4,1.4696938456699067,24,14.9,1.3856406460551018,12,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,24,2014-01-01,2014-01-01,Measrement taken for inter row (24 m) at 0--10cm depth soil.,Châteaudun,15,0.3,0.4
11,428,38,35,Greenhouse gas emission,SOC,Châteaudun,Continental Europe,48.0702298,1.3284948,"48.0702298, 1.3284948",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,34.8,4.156921938165305,12,31,3.117691453623979,12,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for tree row (10 m) at 10-20cm depth,Châteaudun,15,1.2,0.9
11,429,38,35,Greenhouse gas emission,SOC,Châteaudun,Continental Europe,48.0702298,1.3284948,"48.0702298, 1.3284948",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,32.5,2.449489742783178,24,31,3.117691453623979,12,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,24,2014-01-01,2014-01-01,Measurement taken for inter row (24 m) at 10-20 cm depth soil.,Châteaudun,15,0.5,0.9
11,430,38,35,Greenhouse gas emission,SOC,Châteaudun,Continental Europe,48.0702298,1.3284948,"48.0702298, 1.3284948",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,48.4,5.888972745734183,12,45,3.81051177665153,12,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for tree row (10 m) at 20-30cm depth,Châteaudun,15,1.7,1.1
11,431,38,35,Greenhouse gas emission,SOC,Châteaudun,Continental Europe,48.0702298,1.3284948,"48.0702298, 1.3284948",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,46.6,3.4641016151377544,12,45,3.81051177665153,12,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,24,2014-01-01,2014-01-01,Measurement taken for inter row (24 m) at 20-30 cm depth soil.,Châteaudun,15,1,1.1
11,432,38,35,Greenhouse gas emission,SOC,Châteaudun,Continental Europe,48.0702298,1.3284948,"48.0702298, 1.3284948",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,16.7,1.4696938456699067,24,14.9,1.3856406460551018,12,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,24,2014-01-01,2014-01-01,Measurement taken for AF at 0-10 cm depth soil.,Châteaudun,15,0.3,0.4
11,433,38,35,Greenhouse gas emission,SOC,Châteaudun,Continental Europe,48.0702298,1.3284948,"48.0702298, 1.3284948",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,32.7,5.888972745734183,12,31,3.117691453623979,12,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,24,2014-01-01,2014-01-01,Measurement taken for  AF at 0-20cm depth,Châteaudun,15,1.7,0.9
11,434,38,35,Greenhouse gas emission,SOC,Châteaudun,Continental Europe,48.0702298,1.3284948,"48.0702298, 1.3284948",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,46.7,3.4641016151377544,12,45,3.81051177665153,12,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,24,2014-01-01,2014-01-01,Measurement taken for AF at 0-30 cm depth soil.,Châteaudun,15,1,1.1
11,435,39,36,Greenhouse gas emission,SOC,Melle,Continental Europe,44.5620476,7.32049,"44.5620476, 7.32049",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,21.2,2.0784609690826525,12,12.2,0.7348469228349533,6,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,8,2014-01-01,2014-01-01,Measurement taken for tree row (8 m) at 0-10cm depth,Melle,15,0.6,0.3
11,436,39,36,Greenhouse gas emission,SOC,Melle,Continental Europe,44.5620476,7.32049,"44.5620476, 7.32049",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,13,0.848528137423857,18,12.2,0.7348469228349533,6,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,27,2014-01-01,2014-01-01,Measrement taken for inter row (27 m) at 0--10cm depth soil.,Melle,15,0.2,0.3
11,437,39,36,Greenhouse gas emission,SOC,Melle,Continental Europe,44.5620476,7.32049,"44.5620476, 7.32049",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,37.2,2.0784609690826525,12,26.4,2.2045407685048604,6,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,8,2014-01-01,2014-01-01,Measurement taken for tree row (8 m) at 10-20cm depth,Melle,15,0.6,0.9
11,438,39,36,Greenhouse gas emission,SOC,Melle,Continental Europe,44.5620476,7.32049,"44.5620476, 7.32049",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,27.7,2.1213203435596424,18,26.4,2.2045407685048604,6,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,27,2014-01-01,2014-01-01,Measrement taken for inter row (27 m) at 10-20 cm depth soil.,Melle,15,0.5,0.9
11,439,39,36,Greenhouse gas emission,SOC,Melle,Continental Europe,44.5620476,7.32049,"44.5620476, 7.32049",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,51.1,2.7712812921102037,12,40.1,4.164132562731402,6,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,8,2014-01-01,2014-01-01,Measurement taken for tree row (8 m) at 20-30cm depth,Melle,15,0.8,1.7
11,440,39,36,Greenhouse gas emission,SOC,Melle,Continental Europe,44.5620476,7.32049,"44.5620476, 7.32049",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,13.6,0.6928203230275509,12,12.2,0.7348469228349533,6,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,27,2014-01-01,2014-01-01,Measurement taken for AF at 0-10cm depth,Melle,15,0.2,0.3
11,441,39,36,Greenhouse gas emission,SOC,Melle,Continental Europe,44.5620476,7.32049,"44.5620476, 7.32049",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,28.4,2.1213203435596424,18,26.4,2.2045407685048604,6,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,27,2014-01-01,2014-01-01,Measrement taken for AF at 0-20 cm depth soil.,Melle,15,0.5,0.9
11,442,39,36,Greenhouse gas emission,SOC,Melle,Continental Europe,44.5620476,7.32049,"44.5620476, 7.32049",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,40.7,3.117691453623979,12,40.1,4.164132562731402,6,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,27,2014-01-01,2014-01-01,Measurement taken for AF  at 0-30cm depth,Melle,15,0.9,1.7
11,443,39,36,Greenhouse gas emission,SOC,Melle,Continental Europe,44.5620476,7.32049,"44.5620476, 7.32049",2014-01-01,"Fruit,nut & other",Cereal,Medium,6,Summer,Silt,NA,Short,Wide,39.9,3.818376618407356,18,40.1,4.164132562731402,6,1.299444,NA,NA,Monoculture,NA,6,SOC stock (sequestration),Mg C ha-1,27,2014-01-01,2014-01-01,Measrement taken for inter row (27 m) at 20-30 cm depth soil.,Melle,15,0.9,1.7
11,444,41,38,Greenhouse gas emission,SOC,Saint-Jean-d’Angély,Continental Europe,45.9445958,-0.5195756,"45.9445958, -0.5195756",2014-01-01,"Fruit,nut & other",Cereal,Mature,41,Summer,Silt,NA,Tall,Narrow,40.6,3.1112698372208096,8,23,0.6928203230275509,12,1.299444,NA,NA,Monoculture,NA,41,SOC stock (sequestration),Mg C ha-1,7,2014-01-01,2014-01-01,Measurement taken for tree row (7m) at 0-10cm depth,Saint-Jean-d’Angély,15,1.1,0.2
11,445,41,38,Greenhouse gas emission,SOC,Saint-Jean-d’Angély,Continental Europe,45.9445958,-0.5195756,"45.9445958, -0.5195756",2014-01-01,"Fruit,nut & other",Cereal,Mature,41,Summer,Silt,NA,Tall,Narrow,34.6,3.6,16,23,0.6928203230275509,12,1.299444,NA,NA,Monoculture,NA,42,SOC stock (sequestration),Mg C ha-1,12,2014-01-01,2014-01-01,Measurement taken for inter row (14 m) at 0--10cm depth soil.,Saint-Jean-d’Angély,15,0.9,0.2
11,446,41,38,Greenhouse gas emission,SOC,Saint-Jean-d’Angély,Continental Europe,45.9445958,-0.5195756,"45.9445958, -0.5195756",2014-01-01,"Fruit,nut & other",Cereal,Mature,41,Summer,Silt,NA,Tall,Narrow,67.7,3.1112698372208096,8,42.1,0.34641016151377546,12,1.299444,NA,NA,Monoculture,NA,43,SOC stock (sequestration),Mg C ha-1,7,2014-01-01,2014-01-01,Measurement taken for tree row (7m) at 10-20cm depth,Saint-Jean-d’Angély,15,1.1,0.1
11,447,41,38,Greenhouse gas emission,SOC,Saint-Jean-d’Angély,Continental Europe,45.9445958,-0.5195756,"45.9445958, -0.5195756",2014-01-01,"Fruit,nut & other",Cereal,Mature,41,Summer,Silt,NA,Tall,Narrow,59.8,4,16,42.1,0.34641016151377546,12,1.299444,NA,NA,Monoculture,NA,44,SOC stock (sequestration),Mg C ha-1,12,2014-01-01,2014-01-01,Measrement taken for inter row (14 m) at 10-20cm depth soil.,Saint-Jean-d’Angély,15,1,0.1
11,448,41,38,Greenhouse gas emission,SOC,Saint-Jean-d’Angély,Continental Europe,45.9445958,-0.5195756,"45.9445958, -0.5195756",2014-01-01,"Fruit,nut & other",Cereal,Mature,41,Summer,Silt,NA,Tall,Narrow,35.5,2.2627416997969525,8,23,0.6928203230275509,12,1.299444,NA,NA,Monoculture,NA,45,SOC stock (sequestration),Mg C ha-1,12,2014-01-01,2014-01-01,Measurement taken AF at 0-10cm depth,Saint-Jean-d’Angély,15,0.8,0.2
11,449,41,38,Greenhouse gas emission,SOC,Saint-Jean-d’Angély,Continental Europe,45.9445958,-0.5195756,"45.9445958, -0.5195756",2014-01-01,"Fruit,nut & other",Cereal,Mature,41,Summer,Silt,NA,Tall,Narrow,60.9,3.6,16,42.1,2.7712812921102037,12,1.299444,NA,NA,Monoculture,NA,46,SOC stock (sequestration),Mg C ha-1,12,2014-01-01,2014-01-01,Measrement taken for AF  at 0-30cm depth soil.,Saint-Jean-d’Angély,15,0.9,0.8
11,450,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,15.5,1.7320508075688772,12,13.5,3.1622776601683795,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for tree row (10m) at 0-10cm depth,Vézénobres,8,0.5,1
11,451,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,14.6,1.697056274847714,18,13.5,3.1622776601683795,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,9,2014-01-01,2014-01-01,Measurement taken for inter row (9 m) at 0-10cm depth soil.,Vézénobres,8,0.4,1
11,452,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,31.2,2.7712812921102037,12,27.9,4.743416490252569,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for tree row (10 m) at 10-20cm depth,Vézénobres,8,0.8,1.5
11,453,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,29.5,2.545584412271571,18,27.9,4.743416490252569,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,9,2014-01-01,2014-01-01,Measrement taken for inter row (9 m) at 10-20 cm depth soil.,Vézénobres,8,0.6,1.5
11,454,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,44.7,3.4641016151377544,12,40.8,6.324555320336759,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for tree row (10 m) at 20-30cm depth,Vézénobres,8,1,2
11,455,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,42.8,3.394112549695428,18,40.8,6.324555320336759,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,9,2014-01-01,2014-01-01,Measurement taken for inter row (9 m) at 20-30 cm depth soil.,Vézénobres,8,0.8,2
11,456,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,58.1,4.156921938165305,12,51.8,7.905694150420949,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for tree row (10 m) at 30-40cm depth,Vézénobres,8,1.2,2.5
11,457,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,55.1,5.091168824543142,18,51.8,7.905694150420949,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,9,2014-01-01,2014-01-01,Measurement taken for inter row (9 m) at 30-40 cm depth soil.,Vézénobres,8,1.2,2.5
11,458,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,72,5.196152422706632,12,61.2,10.119288512538816,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for tree row (10 m) at 40-50cm depth,Vézénobres,8,1.5,3.2
11,459,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,66.8,5.5154328932550705,18,61.2,10.119288512538816,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,9,2014-01-01,2014-01-01,Measurement taken for inter row (9 m) at 40-50 cm depth soil.,Vézénobres,8,1.3,3.2
11,460,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,85.3,6.581793068761733,12,68.6,12.965338406690355,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for tree row (10 m) at 50-60cm depth,Vézénobres,8,1.9,4.1
11,461,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,77.1,6.788225099390856,18,68.6,12.965338406690355,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,9,2014-01-01,2014-01-01,Measurement taken for inter row (9 m) at 50-60 cm depth soil.,Vézénobres,8,1.6,4.1
11,462,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,14.8,1.0392304845413263,12,13.5,3.1622776601683795,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for AF at 0-10cm depth,Vézénobres,8,0.3,1
11,463,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,29.8,2.0784609690826525,12,27.9,4.743416490252569,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for AF at 0-20 cm depth soil.,Vézénobres,8,0.6,1.5
11,464,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,42.8,2.7712812921102037,12,40.8,6.324555320336759,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for AF at 0-30cm depth,Vézénobres,8,0.8,2
11,465,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,55.7,3.4641016151377544,12,51.8,7.905694150420949,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for AF at 0-40 cm depth soil.,Vézénobres,8,1,2.5
11,466,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,67.7,3.81051177665153,12,61.2,10.119288512538816,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for AF at 0-50cm depth,Vézénobres,8,1.1,3.2
11,467,42,39,Greenhouse gas emission,SOC,Vézénobres,Mediterranean Europe,44.0528626,4.1362957,"44.0528626, 4.1362957",2014-01-01,"Fruit,nut & other",Cereal,Mature,18,Summer,Sand,NA,Tall,Narrow,68.6,14.202816622064791,12,68.6,12.965338406690355,10,1.299444,NA,NA,Monoculture,NA,18,SOC stock (sequestration),Mg C ha-1,10,2014-01-01,2014-01-01,Measurement taken for AF at 5-60 cm depth soil.,Vézénobres,8,4.1,4.1
