ID.P,STUDY.NO,ID.S,...4,AUTHOR,TITLE,STUDY.LOC.COUNTRY,STUDY.LOC.SPEC,STUDY.LOC.SPEC.COORDS,...10,CROP.SPECIES,CROP.GENUS.GROUP,CROP.SPECIES.GROUP,BROAD.CATEGORIES.CROP.SPECIES,CROP.OUTPUT.GROUP
53,27,1,NA,"Jose, S. and Gillespie, A. R.",Allelopathy in black walnut (Juglans nigra L.) alley cropping. I. Spatio-temporal variation in soil juglone in a black walnut-corn (Zea mays L.) alley cropping system in the midwestern USA,USA,Indiana,Butlerville,NA,Zea mays,Zea,mays,NA,Cereals
54,28,1,NA,"Jose, S., Gillespie, A. R., Seifert, J. R. and Biehle, D. J.",Defining competition vectors in a temperate alley cropping system in the midwestern USA - 2. Competition for water,USA,Indiana,Butlerville,NA,Zea mays,Zea,mays,NA,Cereals
55,29,1,NA,"Jose, S., Gillespie, A. R., Seifert, J. R., Mengel, D. B. and Pope, P. E.",Defining competition vectors in a temperate alley cropping system in the midwestern USA - 3. Competition for nitrogen and litter decomposition dynamics,USA,Indiana,Butlerville,NA,Zea mays,Zea,mays,NA,Cereals
65,30,1,NA,"Kiparski, G. R. v., Lee, L. S. and Gillespie, A. R.",Occurrence and fate of the phytotoxin juglone in alley soils under black walnut trees,USA,Indiana,Butlerville,NA,Zea mays,Zea,mays,NA,Cereals
65,NA,1,NA,"Kiparski, G. R. v., Lee, L. S. and Gillespie, A. R.",Occurrence and fate of the phytotoxin juglone in alley soils under black walnut trees,USA,Indiana,Butlerville,NA,Glycine max,Glycine,max,NA,Pulses
66,NA,1,NA,"Klaa, K., Mill, P. J. and Incoll, L. D.",Distribution of small mammals in a silvoarable agroforestry system in Northern England,UK,West Yorkshire,Bramham,NA,Pisum sativum,Pisum,sativum,NA,Pulses
69,32,1,NA,"Lacombe, S., Bradley, R. L., Hamel, C. and Beaulieu, C.",Do tree-based intercropping systems increase the diversity and stability of soil microbial communities?,Canada,Quebec,Saint Rémi Quebec,NA,Zea mays,Zea,mays,NA,Cereals
69,NA,1,NA,"Lacombe, S., Bradley, R. L., Hamel, C. and Beaulieu, C.",Do tree-based intercropping systems increase the diversity and stability of soil microbial communities?,Canada,Quebec,Saint Rémi Quebec,NA,Glycine max,Glycine,max,NA,Pulses
69,NA,1,NA,"Lacombe, S., Bradley, R. L., Hamel, C. and Beaulieu, C.",Do tree-based intercropping systems increase the diversity and stability of soil microbial communities?,Canada,Quebec,Saint Rémi Quebec,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
69,NA,1,NA,"Lacombe, S., Bradley, R. L., Hamel, C. and Beaulieu, C.",Do tree-based intercropping systems increase the diversity and stability of soil microbial communities?,Canada,Quebec,Saint Rémi Quebec,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
69,NA,2,NA,"Lacombe, S., Bradley, R. L., Hamel, C. and Beaulieu, C.",Do tree-based intercropping systems increase the diversity and stability of soil microbial communities?,Canada,Ontario,Guelph,NA,Zea mays,Zea,mays,NA,Cereals
69,NA,2,NA,"Lacombe, S., Bradley, R. L., Hamel, C. and Beaulieu, C.",Do tree-based intercropping systems increase the diversity and stability of soil microbial communities?,Canada,Ontario,Guelph,NA,Glycine max,Glycine,max,NA,Pulses
69,NA,2,NA,"Lacombe, S., Bradley, R. L., Hamel, C. and Beaulieu, C.",Do tree-based intercropping systems increase the diversity and stability of soil microbial communities?,Canada,Ontario,Guelph,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
69,NA,2,NA,"Lacombe, S., Bradley, R. L., Hamel, C. and Beaulieu, C.",Do tree-based intercropping systems increase the diversity and stability of soil microbial communities?,Canada,Ontario,Guelph,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
82,34,1,NA,"Mungai, N. W. and Motavalli, P. P.",Litter quality effects on soil carbon and nitrogen dynamics in temperate alley cropping systems,USA,Missouri,Trenton Missouri,NA,Poa trivialis,Poa,trivialis,NA,Forage crops
82,NA,2,NA,"Mungai, N. W. and Motavalli, P. P.",Litter quality effects on soil carbon and nitrogen dynamics in temperate alley cropping systems,USA,Missouri,Moberly,NA,Glycine max,Glycine,max,NA,Pulses
82,NA,2,NA,"Mungai, N. W. and Motavalli, P. P.",Litter quality effects on soil carbon and nitrogen dynamics in temperate alley cropping systems,USA,Missouri,Moberly,NA,Zea mays,Zea,mays,NA,Cereals
83,35,1,NA,"Mungai, N. W., Motavalli, P. P. and Kremer, R. J.",Soil organic carbon and nitrogen fractions in temperate alley cropping systems,USA,Missouri,Trenton Missouri,NA,Poa trivialis,Poa,trivialis,NA,Forage crops
83,NA,2,NA,"Mungai, N. W., Motavalli, P. P. and Kremer, R. J.",Soil organic carbon and nitrogen fractions in temperate alley cropping systems,USA,Missouri,Moberly,NA,Glycine max,Glycine,max,NA,Pulses
83,NA,2,NA,"Mungai, N. W., Motavalli, P. P. and Kremer, R. J.",Soil organic carbon and nitrogen fractions in temperate alley cropping systems,USA,Missouri,Moberly,NA,Zea mays,Zea,mays,NA,Cereals
84,36,1,NA,"Mungai, N. W., Motavalli, P. P., Kremer, R. J. and Nelson, K. A.",Spatial variation of soil enzyme activities and microbial functional diversity in temperate alley cropping systems,USA,Missouri,Trenton Missouri,NA,Poa trivialis,Poa,trivialis,NA,Forage crops
84,NA,2,NA,"Mungai, N. W., Motavalli, P. P., Kremer, R. J. and Nelson, K. A.",Spatial variation of soil enzyme activities and microbial functional diversity in temperate alley cropping systems,USA,Missouri,Moberly,NA,Glycine max,Glycine,max,NA,Pulses
84,NA,2,NA,"Mungai, N. W., Motavalli, P. P., Kremer, R. J. and Nelson, K. A.",Spatial variation of soil enzyme activities and microbial functional diversity in temperate alley cropping systems,USA,Missouri,Moberly,NA,Zea mays,Zea,mays,NA,Cereals
87,37,1,NA,"Oelbermann, M. and Voroney, R. P.",Carbon and nitrogen in a temperate agroforestry system: using stable isotopes as a tool to understand soil dynamics,Canada,Ontario,Guelph,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
87,NA,1,NA,"Oelbermann, M. and Voroney, R. P.",Carbon and nitrogen in a temperate agroforestry system: using stable isotopes as a tool to understand soil dynamics,Canada,Ontario,Guelph,NA,Glycine max,Glycine,max,NA,Pulses
87,NA,1,NA,"Oelbermann, M. and Voroney, R. P.",Carbon and nitrogen in a temperate agroforestry system: using stable isotopes as a tool to understand soil dynamics,Canada,Ontario,Guelph,NA,Zea mays,Zea,mays,NA,Cereals
88,38,2,NA,"Oelbermann, M. and Voroney, R. P.",An evaluation of the century model to predict soil organic carbon: Examples from Costa Rica and Canada,Canada,Ontario,Guelph,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
88,NA,2,NA,"Oelbermann, M. and Voroney, R. P.",An evaluation of the century model to predict soil organic carbon: Examples from Costa Rica and Canada,Canada,Ontario,Guelph,NA,Glycine max,Glycine,max,NA,Pulses
88,NA,2,NA,"Oelbermann, M. and Voroney, R. P.",An evaluation of the century model to predict soil organic carbon: Examples from Costa Rica and Canada,Canada,Ontario,Guelph,NA,Zea mays,Zea,mays,NA,Cereals
90,39,2,NA,"Oelbermann, M., Voroney, R. P., Thevathasan, N. V., Gordon, A. M., Kass, D. C. L. and Schlonvoigt, A. M.",Soil carbon dynamics and residue stabilization in a Costa Rican and southern Canadian alley cropping system,Canada,Ontario,Guelph,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
90,NA,2,NA,"Oelbermann, M., Voroney, R. P., Thevathasan, N. V., Gordon, A. M., Kass, D. C. L. and Schlonvoigt, A. M.",Soil carbon dynamics and residue stabilization in a Costa Rican and southern Canadian alley cropping system,Canada,Ontario,Guelph,NA,Glycine max,Glycine,max,NA,Pulses
90,NA,2,NA,"Oelbermann, M., Voroney, R. P., Thevathasan, N. V., Gordon, A. M., Kass, D. C. L. and Schlonvoigt, A. M.",Soil carbon dynamics and residue stabilization in a Costa Rican and southern Canadian alley cropping system,Canada,Ontario,Guelph,NA,Zea mays,Zea,mays,NA,Cereals
92,40,1,NA,"Palma, J., Graves, A. R., Burgess, P. J., van der Werf, W. and Herzog, F.",Integrating environmental and economic performance to assess modern silvoarable agroforestry in Europe,Spain,Several locations,Spain,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
92,NA,1,NA,"Palma, J., Graves, A. R., Burgess, P. J., van der Werf, W. and Herzog, F.",Integrating environmental and economic performance to assess modern silvoarable agroforestry in Europe,Spain,Several locations,Spain,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
92,NA,2,NA,"Palma, J., Graves, A. R., Burgess, P. J., van der Werf, W. and Herzog, F.",Integrating environmental and economic performance to assess modern silvoarable agroforestry in Europe,France,Several locations,France,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
92,NA,2,NA,"Palma, J., Graves, A. R., Burgess, P. J., van der Werf, W. and Herzog, F.",Integrating environmental and economic performance to assess modern silvoarable agroforestry in Europe,France,Several locations,France,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
92,NA,2,NA,"Palma, J., Graves, A. R., Burgess, P. J., van der Werf, W. and Herzog, F.",Integrating environmental and economic performance to assess modern silvoarable agroforestry in Europe,France,Several locations,France,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
92,NA,2,NA,"Palma, J., Graves, A. R., Burgess, P. J., van der Werf, W. and Herzog, F.",Integrating environmental and economic performance to assess modern silvoarable agroforestry in Europe,France,Several locations,France,NA,Zea mays,Zea,mays,NA,Cereals
92,NA,3,NA,"Palma, J., Graves, A. R., Burgess, P. J., van der Werf, W. and Herzog, F.",Integrating environmental and economic performance to assess modern silvoarable agroforestry in Europe,Netherlands,Several locations,Netherlands,NA,Zea mays,Zea,mays,NA,Cereals
92,NA,3,NA,"Palma, J., Graves, A. R., Burgess, P. J., van der Werf, W. and Herzog, F.",Integrating environmental and economic performance to assess modern silvoarable agroforestry in Europe,Netherlands,Several locations,Netherlands,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,41,1,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Alcalá la Real,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,2,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Torrijos,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,3,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Ocaña,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,4,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Almonacid de Zorita,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,4,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Almonacid de Zorita,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
94,NA,5,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,El Espinar,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,6,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Fontiveros,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,7,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Olmedo,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,7,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,Olmedo,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
94,NA,8,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,St Maria del Campo,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,9,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,St Maria del Paramo,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,9,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Spain,Several locations,St Maria del Paramo,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
94,NA,10,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Champdeniers,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,10,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Champdeniers,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
94,NA,10,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Champdeniers,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
94,NA,11,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Chateauroux,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,11,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Chateauroux,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
94,NA,11,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Chateauroux,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
94,NA,12,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Fussy,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,12,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Fussy,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
94,NA,13,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Sancerre,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
94,NA,13,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Sancerre,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,13,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Sancerre,NA,Helianthus spp.,Helianthus,spp.,NA,Oil crops
94,NA,14,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Champlitte,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,14,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Champlitte,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
94,NA,14,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Champlitte,NA,Zea mays,Zea,mays,NA,Cereals
94,NA,15,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Dampierre,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,15,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Dampierre,NA,Zea mays,Zea,mays,NA,Cereals
94,NA,16,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Vitrey,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,16,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Vitrey,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
94,NA,16,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",France,Several locations,Vitrey,NA,Zea mays,Zea,mays,NA,Cereals
94,NA,17,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Netherlands,Several locations,Bentelo,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
94,NA,17,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Netherlands,Several locations,Bentelo,NA,Zea mays,Zea,mays,NA,Cereals
94,NA,18,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Netherlands,Several locations,Balkbrug,NA,Zea mays,Zea,mays,NA,Cereals
94,NA,19,NA,"Graves, A. R., Burgess, P. J., Palma, J. H. N., Herzog, F., Moreno, G., Bertomeu, M., Dupraz, C., Liagre, F., Keesman, K., van der Werf, W., de Nooy, A. K. and van den Briel, J. P.","Development and application of bio-economic modelling to compare silvoarable, arable, and forestry systems in three European countries",Netherlands,Several locations,Scherpenzeel,NA,Zea mays,Zea,mays,NA,Cereals
95,42,1,NA,"Palma, J. H. N., Graves, A. R., Burgess, P. J., Keesman, K. J., van Keulen, H., Mayus, M., Reisner, Y. and Herzog, F.",Methodological approach for the assessment of environmental effects of agroforestry at the landscape scale,Spain,Several locations,Torrijos,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
95,NA,1,NA,"Palma, J. H. N., Graves, A. R., Burgess, P. J., Keesman, K. J., van Keulen, H., Mayus, M., Reisner, Y. and Herzog, F.",Methodological approach for the assessment of environmental effects of agroforestry at the landscape scale,Spain,Several locations,Torrijos,NA,Zea mays,Zea,mays,NA,Cereals
95,NA,1,NA,"Palma, J. H. N., Graves, A. R., Burgess, P. J., Keesman, K. J., van Keulen, H., Mayus, M., Reisner, Y. and Herzog, F.",Methodological approach for the assessment of environmental effects of agroforestry at the landscape scale,Spain,Several locations,Torrijos,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
95,NA,1,NA,"Palma, J. H. N., Graves, A. R., Burgess, P. J., Keesman, K. J., van Keulen, H., Mayus, M., Reisner, Y. and Herzog, F.",Methodological approach for the assessment of environmental effects of agroforestry at the landscape scale,Spain,Several locations,Torrijos,NA,Zea mays,Zea,mays,NA,Cereals
95,NA,2,NA,"Palma, J. H. N., Graves, A. R., Burgess, P. J., Keesman, K. J., van Keulen, H., Mayus, M., Reisner, Y. and Herzog, F.",Methodological approach for the assessment of environmental effects of agroforestry at the landscape scale,France,Several locations,Champlitte,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
95,NA,2,NA,"Palma, J. H. N., Graves, A. R., Burgess, P. J., Keesman, K. J., van Keulen, H., Mayus, M., Reisner, Y. and Herzog, F.",Methodological approach for the assessment of environmental effects of agroforestry at the landscape scale,France,Several locations,Champlitte,NA,Zea mays,Zea,mays,NA,Cereals
95,NA,2,NA,"Palma, J. H. N., Graves, A. R., Burgess, P. J., Keesman, K. J., van Keulen, H., Mayus, M., Reisner, Y. and Herzog, F.",Methodological approach for the assessment of environmental effects of agroforestry at the landscape scale,France,Several locations,Champlitte,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
95,NA,2,NA,"Palma, J. H. N., Graves, A. R., Burgess, P. J., Keesman, K. J., van Keulen, H., Mayus, M., Reisner, Y. and Herzog, F.",Methodological approach for the assessment of environmental effects of agroforestry at the landscape scale,France,Several locations,Champlitte,NA,Zea mays,Zea,mays,NA,Cereals
95,NA,3,NA,"Palma, J. H. N., Graves, A. R., Burgess, P. J., Keesman, K. J., van Keulen, H., Mayus, M., Reisner, Y. and Herzog, F.",Methodological approach for the assessment of environmental effects of agroforestry at the landscape scale,Netherlands,Several locations,Scherpenzeel,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
95,NA,3,NA,"Palma, J. H. N., Graves, A. R., Burgess, P. J., Keesman, K. J., van Keulen, H., Mayus, M., Reisner, Y. and Herzog, F.",Methodological approach for the assessment of environmental effects of agroforestry at the landscape scale,Netherlands,Several locations,Scherpenzeel,NA,Zea mays,Zea,mays,NA,Cereals
95,NA,3,NA,"Palma, J. H. N., Graves, A. R., Burgess, P. J., Keesman, K. J., van Keulen, H., Mayus, M., Reisner, Y. and Herzog, F.",Methodological approach for the assessment of environmental effects of agroforestry at the landscape scale,Netherlands,Several locations,Scherpenzeel,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
95,NA,3,NA,"Palma, J. H. N., Graves, A. R., Burgess, P. J., Keesman, K. J., van Keulen, H., Mayus, M., Reisner, Y. and Herzog, F.",Methodological approach for the assessment of environmental effects of agroforestry at the landscape scale,Netherlands,Several locations,Scherpenzeel,NA,Zea mays,Zea,mays,NA,Cereals
97,43,1,NA,"Pardon, P., Mertens, J., Reubens, B., Reheul, D., Coussement, T., Elsen, A., Nelissen, V. and Verheyen, K.","Juglans regia (walnut) in temperate arable agroforestry systems: Effects on soil characteristics, arthropod diversity and crop yield",Belgium,Tielt-Winge,Tielt-Winge,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
