ID.P,name,value,INPUT.OUTPUT.ES,ES.CAT.GROUPS,FOCUS.GROUPS.BD.ES.CAT
104,Water regulation,0,OUTPUT.ES,Regulating ES,Water
104,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
104,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
104,Water purification,0,"NA",Regulating ES,Water
104,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
104,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
104,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
104,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
104,Soil formation,1,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
104,Photosynthesis,1,"NA",Supporting ES,Nat. process regulation
104,Primary production,1,"NA",Supporting ES,Production
104,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
104,Water cycling,0,INPUT.ES,Supporting ES,Water
104,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
104,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
104,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
104,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
104,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
104,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
104,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
104,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
104,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
104,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
104,Provisioning ES,1,"NA","NA","NA"
104,Regulating ES,1,"NA","NA","NA"
104,Supporting ES,1,"NA","NA","NA"
104,Cultural ES,0,"NA","NA","NA"
104,Ecosystem Services,1,"NA","NA","NA"
105,Food,0,OUTPUT.ES,Povisioning ES,Production
105,Biomass,0,OUTPUT.ES,Povisioning ES,Production
105,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
105,Pests,1,"NA",Regulating ES,Disease and pest
105,Diseases,0,"NA",Regulating ES,Disease and pest
105,Weeds,0,"NA",Regulating ES,Disease and pest
105,Product quality,0,OUTPUT.ES,Povisioning ES,Production
105,Product stability,0,OUTPUT.ES,Povisioning ES,Production
105,Mechanisation,0,"NA",Povisioning ES,Production
105,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
105,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
105,Nutrient use,0,"NA",Povisioning ES,Production
105,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
105,Breeding and selection,0,"NA",Povisioning ES,Production
105,Soil quality,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
105,Biodiversity,1,INPUT.ES,Regulating ES,Biodiversity
105,Carbon stock,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
105,Greenhouse gas emissions,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
105,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
105,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
105,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
105,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
105,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
105,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
105,Soil formations,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
105,Water quality,0,"NA",Regulating ES,Water
105,Water perculation,0,"NA",Regulating ES,Water
105,Water cyclings,0,"NA",Supporting ES,Water
105,Water availability,0,INPUT.ES,Regulating ES,Water
105,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
105,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
105,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
105,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
105,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
105,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
105,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
105,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
105,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
105,Agronomic category,1,"NA","NA","NA"
105,Environmental category,1,"NA","NA","NA"
105,Economic category,0,"NA","NA","NA"
105,Socio-cultural category,0,"NA","NA","NA"
105,Food (yield),0,OUTPUT.ES,Povisioning ES,Production
105,Feed,0,OUTPUT.ES,Povisioning ES,Production
105,Fibre,0,OUTPUT.ES,Povisioning ES,Production
105,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
105,Genetic resources,0,"NA",Povisioning ES,Production
105,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
105,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
105,Fresh water,0,"NA",Povisioning ES,Water
105,Air regulation,0,"NA",Regulating ES,Nat. process regulation
105,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
105,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
105,Water regulation,0,OUTPUT.ES,Regulating ES,Water
105,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
105,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
105,Water purification,0,"NA",Regulating ES,Water
105,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
105,Pest regulation,1,INPUT.ES,Regulating ES,Disease and pest
105,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
105,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
105,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
105,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
105,Primary production,0,"NA",Supporting ES,Production
105,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
105,Water cycling,0,INPUT.ES,Supporting ES,Water
105,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
105,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
105,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
105,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
105,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
105,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
105,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
105,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
105,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
105,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
105,Provisioning ES,0,"NA","NA","NA"
105,Regulating ES,1,"NA","NA","NA"
105,Supporting ES,0,"NA","NA","NA"
105,Cultural ES,0,"NA","NA","NA"
105,Ecosystem Services,1,"NA","NA","NA"
108,Food,0,OUTPUT.ES,Povisioning ES,Production
108,Biomass,0,OUTPUT.ES,Povisioning ES,Production
108,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
108,Pests,0,"NA",Regulating ES,Disease and pest
108,Diseases,0,"NA",Regulating ES,Disease and pest
108,Weeds,0,"NA",Regulating ES,Disease and pest
108,Product quality,0,OUTPUT.ES,Povisioning ES,Production
108,Product stability,0,OUTPUT.ES,Povisioning ES,Production
108,Mechanisation,0,"NA",Povisioning ES,Production
108,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
108,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
108,Nutrient use,0,"NA",Povisioning ES,Production
108,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
108,Breeding and selection,0,"NA",Povisioning ES,Production
108,Soil quality,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
108,Biodiversity,1,INPUT.ES,Regulating ES,Biodiversity
108,Carbon stock,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
108,Greenhouse gas emissions,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
108,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
108,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
108,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
108,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
108,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
108,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
108,Soil formations,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
108,Water quality,0,"NA",Regulating ES,Water
108,Water perculation,0,"NA",Regulating ES,Water
108,Water cyclings,0,"NA",Supporting ES,Water
108,Water availability,0,INPUT.ES,Regulating ES,Water
108,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
108,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
108,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
108,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
108,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
108,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
108,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
108,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
108,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
108,Agronomic category,0,"NA","NA","NA"
108,Environmental category,1,"NA","NA","NA"
108,Economic category,0,"NA","NA","NA"
108,Socio-cultural category,0,"NA","NA","NA"
108,Food (yield),0,OUTPUT.ES,Povisioning ES,Production
108,Feed,0,OUTPUT.ES,Povisioning ES,Production
108,Fibre,0,OUTPUT.ES,Povisioning ES,Production
108,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
108,Genetic resources,0,"NA",Povisioning ES,Production
108,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
108,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
108,Fresh water,0,"NA",Povisioning ES,Water
108,Air regulation,0,"NA",Regulating ES,Nat. process regulation
108,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
108,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
108,Water regulation,0,OUTPUT.ES,Regulating ES,Water
108,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
108,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
108,Water purification,0,"NA",Regulating ES,Water
108,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
108,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
108,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
108,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
108,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
108,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
108,Primary production,0,"NA",Supporting ES,Production
108,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
108,Water cycling,0,INPUT.ES,Supporting ES,Water
108,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
108,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
108,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
108,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
108,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
108,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
108,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
108,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
108,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
108,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
108,Provisioning ES,0,"NA","NA","NA"
108,Regulating ES,0,"NA","NA","NA"
108,Supporting ES,0,"NA","NA","NA"
108,Cultural ES,0,"NA","NA","NA"
108,Ecosystem Services,0,"NA","NA","NA"
113,Food,0,OUTPUT.ES,Povisioning ES,Production
113,Biomass,0,OUTPUT.ES,Povisioning ES,Production
113,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
113,Pests,0,"NA",Regulating ES,Disease and pest
113,Diseases,0,"NA",Regulating ES,Disease and pest
113,Weeds,0,"NA",Regulating ES,Disease and pest
113,Product quality,0,OUTPUT.ES,Povisioning ES,Production
113,Product stability,0,OUTPUT.ES,Povisioning ES,Production
113,Mechanisation,0,"NA",Povisioning ES,Production
113,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
113,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
113,Nutrient use,1,"NA",Povisioning ES,Production
113,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
113,Breeding and selection,0,"NA",Povisioning ES,Production
113,Soil quality,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
113,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
113,Carbon stock,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
113,Greenhouse gas emissions,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
113,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
113,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
113,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
113,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
113,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
113,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
113,Soil formations,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
113,Water quality,0,"NA",Regulating ES,Water
113,Water perculation,0,"NA",Regulating ES,Water
113,Water cyclings,0,"NA",Supporting ES,Water
113,Water availability,0,INPUT.ES,Regulating ES,Water
113,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
113,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
113,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
113,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
113,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
113,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
113,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
113,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
113,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
113,Agronomic category,1,"NA","NA","NA"
113,Environmental category,1,"NA","NA","NA"
113,Economic category,0,"NA","NA","NA"
113,Socio-cultural category,0,"NA","NA","NA"
113,Food (yield),0,OUTPUT.ES,Povisioning ES,Production
113,Feed,0,OUTPUT.ES,Povisioning ES,Production
113,Fibre,0,OUTPUT.ES,Povisioning ES,Production
113,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
113,Genetic resources,0,"NA",Povisioning ES,Production
113,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
113,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
113,Fresh water,0,"NA",Povisioning ES,Water
113,Air regulation,0,"NA",Regulating ES,Nat. process regulation
113,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
113,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
113,Water regulation,0,OUTPUT.ES,Regulating ES,Water
113,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
113,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
113,Water purification,0,"NA",Regulating ES,Water
113,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
113,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
113,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
113,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
113,Soil formation,1,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
113,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
113,Primary production,0,"NA",Supporting ES,Production
113,Nutrient cycling,1,INPUT.ES,Supporting ES,Nat. process regulation
113,Water cycling,0,INPUT.ES,Supporting ES,Water
113,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
113,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
113,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
113,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
113,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
113,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
113,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
113,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
113,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
113,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
113,Provisioning ES,0,"NA","NA","NA"
113,Regulating ES,0,"NA","NA","NA"
113,Supporting ES,1,"NA","NA","NA"
113,Cultural ES,0,"NA","NA","NA"
113,Ecosystem Services,1,"NA","NA","NA"
114,Food,0,OUTPUT.ES,Povisioning ES,Production
114,Biomass,0,OUTPUT.ES,Povisioning ES,Production
114,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
114,Pests,0,"NA",Regulating ES,Disease and pest
114,Diseases,0,"NA",Regulating ES,Disease and pest
114,Weeds,0,"NA",Regulating ES,Disease and pest
114,Product quality,0,OUTPUT.ES,Povisioning ES,Production
114,Product stability,0,OUTPUT.ES,Povisioning ES,Production
114,Mechanisation,0,"NA",Povisioning ES,Production
114,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
114,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
114,Nutrient use,0,"NA",Povisioning ES,Production
114,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
114,Breeding and selection,0,"NA",Povisioning ES,Production
114,Soil quality,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
114,Biodiversity,1,INPUT.ES,Regulating ES,Biodiversity
114,Carbon stock,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
114,Greenhouse gas emissions,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
114,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
114,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
114,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
114,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
114,Soil water,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
114,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
114,Soil formations,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
114,Water quality,0,"NA",Regulating ES,Water
114,Water perculation,0,"NA",Regulating ES,Water
114,Water cyclings,0,"NA",Supporting ES,Water
114,Water availability,0,INPUT.ES,Regulating ES,Water
114,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
114,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
114,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
114,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
114,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
114,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
114,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
114,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
114,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
114,Agronomic category,0,"NA","NA","NA"
114,Environmental category,1,"NA","NA","NA"
114,Economic category,0,"NA","NA","NA"
114,Socio-cultural category,0,"NA","NA","NA"
114,Food (yield),0,OUTPUT.ES,Povisioning ES,Production
114,Feed,0,OUTPUT.ES,Povisioning ES,Production
114,Fibre,0,OUTPUT.ES,Povisioning ES,Production
114,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
114,Genetic resources,0,"NA",Povisioning ES,Production
114,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
114,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
114,Fresh water,0,"NA",Povisioning ES,Water
114,Air regulation,0,"NA",Regulating ES,Nat. process regulation
114,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
114,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
114,Water regulation,0,OUTPUT.ES,Regulating ES,Water
114,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
114,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
114,Water purification,0,"NA",Regulating ES,Water
114,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
114,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
114,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
114,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
114,Soil formation,1,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
114,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
114,Primary production,0,"NA",Supporting ES,Production
114,Nutrient cycling,1,INPUT.ES,Supporting ES,Nat. process regulation
114,Water cycling,0,INPUT.ES,Supporting ES,Water
114,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
114,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
114,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
114,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
114,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
114,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
114,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
114,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
114,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
114,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
114,Provisioning ES,0,"NA","NA","NA"
114,Regulating ES,0,"NA","NA","NA"
114,Supporting ES,1,"NA","NA","NA"
114,Cultural ES,0,"NA","NA","NA"
114,Ecosystem Services,1,"NA","NA","NA"
115,Food,1,OUTPUT.ES,Povisioning ES,Production
115,Biomass,1,OUTPUT.ES,Povisioning ES,Production
115,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
115,Pests,0,"NA",Regulating ES,Disease and pest
115,Diseases,0,"NA",Regulating ES,Disease and pest
115,Weeds,0,"NA",Regulating ES,Disease and pest
115,Product quality,0,OUTPUT.ES,Povisioning ES,Production
115,Product stability,1,OUTPUT.ES,Povisioning ES,Production
115,Mechanisation,1,"NA",Povisioning ES,Production
115,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
115,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
115,Nutrient use,0,"NA",Povisioning ES,Production
115,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
115,Breeding and selection,0,"NA",Povisioning ES,Production
115,Soil quality,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
115,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
115,Carbon stock,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
115,Greenhouse gas emissions,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
115,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
115,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
115,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
115,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
115,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
115,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
115,Soil formations,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
115,Water quality,0,"NA",Regulating ES,Water
115,Water perculation,0,"NA",Regulating ES,Water
115,Water cyclings,0,"NA",Supporting ES,Water
115,Water availability,0,INPUT.ES,Regulating ES,Water
115,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
115,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
115,Economic management related,1,INPUT.ES,Povisioning ES,Socio-cultural and economic
115,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
115,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
115,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
115,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
115,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
115,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
115,Agronomic category,1,"NA","NA","NA"
115,Environmental category,1,"NA","NA","NA"
115,Economic category,1,"NA","NA","NA"
115,Socio-cultural category,0,"NA","NA","NA"
115,Food (yield),1,OUTPUT.ES,Povisioning ES,Production
115,Feed,0,OUTPUT.ES,Povisioning ES,Production
115,Fibre,1,OUTPUT.ES,Povisioning ES,Production
115,Fuel (firewood etc.),1,OUTPUT.ES,"NA",Production
115,Genetic resources,0,"NA",Povisioning ES,Production
115,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
115,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
115,Fresh water,0,"NA",Povisioning ES,Water
115,Air regulation,0,"NA",Regulating ES,Nat. process regulation
115,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
115,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
115,Water regulation,0,OUTPUT.ES,Regulating ES,Water
115,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
115,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
115,Water purification,0,"NA",Regulating ES,Water
115,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
115,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
115,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
115,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
115,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
115,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
115,Primary production,1,"NA",Supporting ES,Production
115,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
115,Water cycling,0,INPUT.ES,Supporting ES,Water
115,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
115,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
115,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
115,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
115,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
115,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
115,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
115,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
115,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
115,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
115,Provisioning ES,1,"NA","NA","NA"
115,Regulating ES,0,"NA","NA","NA"
115,Supporting ES,1,"NA","NA","NA"
115,Cultural ES,0,"NA","NA","NA"
115,Ecosystem Services,1,"NA","NA","NA"
116,Food,1,OUTPUT.ES,Povisioning ES,Production
116,Biomass,1,OUTPUT.ES,Povisioning ES,Production
